Feature ID	Taxon
seq7159	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; none
seq7160	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; Tepidisphaeraceae; Tepidisphaera; none
seq7161	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus; none
seq7162	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7163	Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Pajaroellobacter; none
seq7164	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq7165	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Cellulomonadaceae; Oerskovia; none
seq7166	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; none; none
seq7167	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Gemmata; none
seq7168	Bacteria; Actinobacteriota; Actinobacteria; none; none; none; none
seq7169	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; none; none
seq7170	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7171	Bacteria; Abditibacteriota; Abditibacteria; Abditibacteriales; Abditibacteriaceae; Abditibacterium; none
seq7172	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Endobacter; none
seq7173	Bacteria; Actinobacteriota; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineosporia; none
seq7174	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq7175	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7176	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq7177	Bacteria; none; none; none; none; none; none
seq7178	Bacteria; none; none; none; none; none; none
seq7179	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7180	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7181	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq7182	Bacteria; Actinobacteriota; Actinobacteria; none; none; none; none
seq7183	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq7184	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7185	Bacteria; Bdellovibrionota; Oligoflexia; 0319-6G20; none; none; none
seq7186	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq7187	Bacteria; Actinobacteriota; Acidimicrobiia; none; none; none; none
seq7188	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq7189	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq7190	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq7191	Bacteria; Bdellovibrionota; Oligoflexia; 0319-6G20; none; none; none
seq7192	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; TM7a; none
seq7193	Bacteria; Armatimonadota; Fimbriimonadia; Fimbriimonadales; Fimbriimonadaceae; none; none
seq7194	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7195	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq7196	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq7197	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; IS-44; none
seq7198	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; none; none
seq7199	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Kribbella; none
seq7200	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; JGI 0001001-H03; none
seq7201	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7202	Bacteria; Patescibacteria; Gracilibacteria; JGI 0000069-P22; none; none; none
seq7203	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7204	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq7205	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7206	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq7207	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq7208	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; none
seq7209	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; none; none
seq7210	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq7211	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7212	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq7213	Bacteria; Chloroflexi; Ktedonobacteria; C0119; none; none; none
seq7214	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7215	Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio; none
seq7216	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter; none
seq7217	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; none; none
seq7218	Bacteria; Planctomycetota; Planctomycetes; Planctomycetales; none; none; none
seq7219	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Microscillaceae; none; none
seq7220	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Luteolibacter; none
seq7221	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7222	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq7223	Bacteria; Actinobacteriota; Actinobacteria; Streptomycetales; Streptomycetaceae; none; none
seq7224	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7225	Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio; none
seq7226	Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; none; none; none
seq7227	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7228	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; none; none
seq7229	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq7230	Bacteria; Planctomycetota; none; none; none; none; none
seq7231	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq7232	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7233	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq7234	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq7235	Bacteria; Chloroflexi; Anaerolineae; SBR1031; none; none; none
seq7236	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7237	Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; none; none
seq7238	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; ADurb.Bin063-1; none
seq7239	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; none
seq7240	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Puia; none
seq7241	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq7242	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq7243	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq7244	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Alcaligenaceae; none; none
seq7245	Bacteria; Patescibacteria; none; none; none; none; none
seq7246	Bacteria; Patescibacteria; none; none; none; none; none
seq7247	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; none; none; none
seq7248	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq7249	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq7250	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq7251	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; none; none
seq7252	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq7253	Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; none; none; none
seq7254	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7255	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; none; none
seq7256	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq7257	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq7258	Bacteria; Actinobacteriota; Actinobacteria; Catenulisporales; Catenulisporaceae; Catenulispora; none
seq7259	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; none; none; none
seq7260	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq7261	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; MN 122.2a; none
seq7262	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7263	Bacteria; none; none; none; none; none; none
seq7264	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq7265	Bacteria; Proteobacteria; Gammaproteobacteria; Salinisphaerales; Solimonadaceae; none; none
seq7266	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; none; none; none
seq7267	Bacteria; Proteobacteria; Alphaproteobacteria; Holosporales; Holosporaceae; none; none
seq7268	Bacteria; none; none; none; none; none; none
seq7269	Bacteria; Verrucomicrobiota; Verrucomicrobiae; none; none; none; none
seq7270	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; A21b; none; none
seq7271	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7272	Bacteria; Myxococcota; Polyangia; Polyangiales; BIrii41; none; none
seq7273	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; none
seq7274	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; cvE6; none; none
seq7275	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; none; none
seq7276	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; Gaiella; none
seq7277	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq7278	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Roseiarcus; none
seq7279	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq7280	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq7281	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq7282	Bacteria; Desulfobacterota; Desulfuromonadia; Geobacterales; Geobacteraceae; none; none
seq7283	Bacteria; Actinobacteriota; Acidimicrobiia; none; none; none; none
seq7284	Bacteria; Armatimonadota; Fimbriimonadia; Fimbriimonadales; Fimbriimonadaceae; none; none
seq7285	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq7286	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq7287	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq7288	Bacteria; Chloroflexi; TK10; none; none; none; none
seq7289	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Psychroglaciecola; none
seq7290	Bacteria; Verrucomicrobiota; Verrucomicrobiae; none; none; none; none
seq7291	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq7292	Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Inquilinaceae; Inquilinus; none
seq7293	Bacteria; Actinobacteriota; Actinobacteria; Streptomycetales; Streptomycetaceae; none; none
seq7294	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq7295	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq7296	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq7297	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Bosea; none
seq7298	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq7299	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7300	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7301	Bacteria; Firmicutes; Negativicutes; none; none; none; none
seq7302	Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexaceae; FFCH7168; none
seq7303	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Parviterribacter; none
seq7304	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq7305	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; CL500-29 marine group; none
seq7306	Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; none; none
seq7307	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter; none
seq7308	Bacteria; Chloroflexi; TK10; none; none; none; none
seq7309	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Rhodovastum; none
seq7310	Bacteria; Actinobacteriota; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq7311	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq7312	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphobaculum; none
seq7313	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq7314	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylopilaceae; none; none
seq7315	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; D05-2; none; none
seq7316	Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; none; none; none
seq7317	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7318	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Granulicatella; none
seq7319	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Intrasporangiaceae; none; none
seq7320	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq7321	Bacteria; Proteobacteria; Gammaproteobacteria; Salinisphaerales; Solimonadaceae; none; none
seq7322	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; none; none
seq7323	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq7324	Bacteria; Actinobacteriota; Acidimicrobiia; none; none; none; none
seq7325	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; none
seq7326	Bacteria; Myxococcota; Polyangia; Polyangiales; Phaselicystidaceae; Phaselicystis; none
seq7327	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; KF-JG30-B3; none; none
seq7328	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq7329	Bacteria; none; none; none; none; none; none
seq7330	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq7331	Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; Chthonomonadaceae; Chthonomonas; none
seq7332	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Rhodovastum; none
seq7333	Bacteria; Chloroflexi; Chloroflexia; Kallotenuales; AKIW781; none; none
seq7334	Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; none; none; none
seq7335	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq7336	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq7337	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq7338	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7339	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq7340	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq7341	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq7342	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Aeromicrobium; none
seq7343	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; none
seq7344	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; LD29; none
seq7345	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7346	Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; RB41; none
seq7347	Bacteria; Chloroflexi; Anaerolineae; none; none; none; none
seq7348	Bacteria; Desulfobacterota; none; none; none; none; none
seq7349	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7350	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq7351	Bacteria; Patescibacteria; Berkelbacteria; none; none; none; none
seq7352	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7353	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; none; none
seq7354	Bacteria; Proteobacteria; Alphaproteobacteria; Dongiales; Dongiaceae; Dongia; none
seq7355	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7356	Bacteria; Chloroflexi; TK10; none; none; none; none
seq7357	Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; none; none; none
seq7358	Bacteria; Acidobacteriota; Vicinamibacteria; Subgroup 17; none; none; none
seq7359	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; none; none
seq7360	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq7361	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq7362	Bacteria; Myxococcota; Polyangia; none; none; none; none
seq7363	Bacteria; none; none; none; none; none; none
seq7364	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Magnetospirillaceae; none; none
seq7365	Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio; none
seq7366	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7367	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq7368	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7369	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq7370	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Cloacibacterium; none
seq7371	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; none
seq7372	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq7373	Bacteria; Cyanobacteria; Vampirivibrionia; Vampirovibrionales; Vampirovibrionaceae; none; none
seq7374	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7375	none; none; none; none; none; none; none
seq7376	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq7377	Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; none; none; none
seq7378	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; none; none
seq7379	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; Simkaniaceae; none; none
seq7380	Bacteria; RCP2-54; none; none; none; none; none
seq7381	Bacteria; Actinobacteriota; Actinobacteria; Catenulisporales; Catenulisporaceae; Catenulispora; none
seq7382	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; MND1; none
seq7383	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq7384	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq7385	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Gemmata; none
seq7386	Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; none; none
seq7387	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Acidicapsa; none
seq7388	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq7389	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq7390	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq7391	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq7392	Bacteria; WPS-2; none; none; none; none; none
seq7393	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq7394	Bacteria; Verrucomicrobiota; Verrucomicrobiae; S-BQ2-57 soil group; none; none; none
seq7395	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq7396	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; none; none
seq7397	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7398	none; none; none; none; none; none; none
seq7399	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq7400	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; none
seq7401	Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio; none
seq7402	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7403	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq7404	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7405	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq7406	Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; Ktedonobacter; none
seq7407	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Rhodovastum; none
seq7408	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; KF-JG30-B3; none; none
seq7409	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 13; none; none; none
seq7410	Bacteria; Verrucomicrobiota; Verrucomicrobiae; none; none; none; none
seq7411	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Puia; none
seq7412	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; none; none; none
seq7413	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; cvE6; none; none
seq7414	Bacteria; Planctomycetota; Planctomycetes; Planctomycetales; Rubinisphaeraceae; SH-PL14; none
seq7415	Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Pajaroellobacter; none
seq7416	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq7417	Bacteria; Firmicutes; Limnochordia; Hydrogenispora; none; none; none
seq7418	Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella; none
seq7419	Bacteria; none; none; none; none; none; none
seq7420	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq7421	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; Parachlamydiaceae; Candidatus Protochlamydia; none
seq7422	Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Paenibacillus; none
seq7423	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7424	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Sedimentibacteraceae; Sedimentibacter; none
seq7425	Bacteria; Acidobacteriota; Blastocatellia; DS-100; none; none; none
seq7426	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; none; none
seq7427	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq7428	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq7429	Bacteria; Proteobacteria; Alphaproteobacteria; Micavibrionales; Micavibrionaceae; none; none
seq7430	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; none; none
seq7431	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; Pir4 lineage; none
seq7432	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq7433	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq7434	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq7435	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq7436	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; SWB02; none
seq7437	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; none; none; none
seq7438	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq7439	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq7440	Bacteria; Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10; none
seq7441	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq7442	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq7443	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; LWQ8; none; none
seq7444	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq7445	Bacteria; Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae; Candidatus Alysiosphaera; none
